slug,title,category,tags,summary,highlight,item_rows,article_title,article_lead,exam_points,common_mistakes,memory_tip,related_terms,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer
otsu4-goukaku-ten,乙4試験の合格点・科目別足切り,法令・制度,合格点;足切り;試験形式,乙種第4類試験の問題数・合格基準（科目別60%）を整理します。数値は公式要項で必ず確認してください。,各科目60%以上（法令9/15・物化6/10・性消6/10）,"[{""item"": ""総問題数"", ""value"": ""35問"", ""note"": ""五肢択一・マークシート""}, {""item"": ""試験時間"", ""value"": ""120分"", ""note"": ""途中退出は35分経過後（要項確認）""}, {""item"": ""法令（15問）"", ""value"": ""9問以上"", ""note"": ""60%以上で合格""}, {""item"": ""物化（10問）"", ""value"": ""6問以上"", ""note"": ""60%以上で合格""}, {""item"": ""性消（10問）"", ""value"": ""6問以上"", ""note"": ""60%以上で合格""}, {""item"": ""足切り"", ""value"": ""科目別60%未満は不合格"", ""note"": ""総合点だけでは合格にならない""}, {""item"": ""合格の目安"", ""value"": ""21問以上"", ""note"": ""全科目足切りクリアが前提""}, {""item"": ""受験資格"", ""value"": ""不要"", ""note"": ""乙種・丙種共通""}, {""item"": ""試験手数料"", ""value"": ""5,300円"", ""note"": ""消費税非課税・公式要項で確認""}, {""item"": ""合格率（参考）"", ""value"": ""乙4は30%台"", ""note"": ""年度により変動・統計で確認""}]",乙4試験の合格点と足切り｜危険物取扱者,乙4試験は35問120分。法令15問・物化10問・性消10問の3科目で、各科目60%以上が合格条件です。1科目でも足切りに触れると不合格となります。乙種第4類試験の問題数・合格基準（科目別60%）を整理します。数値は公式要項で必ず確認してください。試験で押さえるべき点は、各科目60%の足切り、35問120分、1科目でも60%未満は不合格、手数料5300円は公式要項で確認。早見の要点は「各科目60%以上（法令9/15・物化6/10・性消6/10）」です。,各科目60%の足切り;35問120分;1科目でも60%未満は不合格;手数料5300円は公式要項で確認,総合点だけで合格と考える;科目配分を5分の5等と誤る;足切りなしとする,「9・6・6＝足切り」と科目別正解数を暗記。,乙種第4類;乙種危険物取扱者;危険物,乙4の合格点は？,法令15問中9問以上、物化10問中6問以上、性消10問中6問以上が目安です（各60%）。公式試験要項で最新基準を確認してください。各科目60%の足切り。35問120分。1科目でも60%未満は不合格。手数料5300円は公式要項で確認。,足切りはありますか？,あります。1科目でも60%未満だと他科目の得点に関わらず不合格です。各科目60%の足切り。35問120分。1科目でも60%未満は不合格。手数料5300円は公式要項で確認。「9・6・6＝足切り」と科目別正解数を暗記。,試験時間は？,120分です。問題数35問。途中退出の可否は試験要項で確認してください。各科目60%の足切り。35問120分。1科目でも60%未満は不合格。手数料5300円は公式要項で確認。「9・6・6＝足切り」と科目別正解数を暗記。,合格率はについて教えてください,乙4は受験者数が多く30%台前後と言われます。年度統計は消防試験研究センターの発表で確認してください。各科目60%の足切り。35問120分。1科目でも60%未満は不合格。手数料5300円は公式要項で確認。
juryo-menjo-ryo,受験手数料・免状交付料,法令・制度,手数料;免状;費用,危険物取扱者試験の受験手数料と合格後の免状交付費用の目安を整理します。,"乙種5,300円・免状交付は別途（公式要項確認）","[{""item"": ""甲種手数料"", ""value"": ""7,200円"", ""note"": ""消費税非課税""}, {""item"": ""乙種手数料"", ""value"": ""5,300円"", ""note"": ""乙4含む乙種共通""}, {""item"": ""丙種手数料"", ""value"": ""4,200円"", ""note"": ""消費税非課税""}, {""item"": ""払込方法"", ""value"": ""書面・電子で異なる"", ""note"": ""要項確認""}, {""item"": ""返還"", ""value"": ""原則不可"", ""note"": ""一旦払込み後は返還なし""}, {""item"": ""免状交付料"", ""value"": ""別途必要"", ""note"": ""合格後・金額は要項確認""}, {""item"": ""簡易書留"", ""value"": ""免状送付に必要"", ""note"": ""2024年頃2,900円+郵送料の例あり要確認""}, {""item"": ""申込"", ""value"": ""書面・電子申請"", ""note"": ""同一試験日の重複不可""}, {""item"": ""持参物"", ""value"": ""受験票・筆記具"", ""note"": ""スマホ等使用不可""}, {""item"": ""確認先"", ""value"": ""消防試験研究センター"", ""note"": ""https://www.shoubo-shiken.or.jp/kikenbutsu/""}]",受験手数料と免状交付料｜乙4,"乙種試験の手数料は5,300円（消費税非課税）が目安です。合格後の免状作成には別途交付料と郵送費がかかります。金額は必ず公式要項で確認してください。危険物取扱者試験の受験手数料と合格後の免状交付費用の目安を整理します。試験で押さえるべき点は、乙種5300円、一旦払込み後は返還不可、免状交付は別費用、電子申請と書面申請の両方あり。早見の要点は「乙種5,300円・免状交付は別途（公式要項確認）」です。",乙種5300円;一旦払込み後は返還不可;免状交付は別費用;電子申請と書面申請の両方あり,免状まで手数料込みと誤解;甲種と同額とする;手数料返還ありとする,「受験＝5300」「免状＝別途」と二段階で覚える。,乙種危険物取扱者;甲種・乙種・丙種の違い;危険物,乙4の受験料は？,"乙種試験共通で5,300円（消費税非課税）が目安です。年度・改正時は消防試験研究センターの要項で確認してください。乙種5300円。一旦払込み後は返還不可。免状交付は別費用。電子申請と書面申請の両方あり。",合格後の費用は？,免状交付料と簡易書留代等が別途必要です。具体額は合格後の案内・公式情報で確認してください。乙種5300円。一旦払込み後は返還不可。免状交付は別費用。電子申請と書面申請の両方あり。「受験＝5300」「免状＝別途」と二段階で覚える。,返金はできますか？,試験手数料は原則返還されません。欠席しても返還不可です。乙種5300円。一旦払込み後は返還不可。免状交付は別費用。電子申請と書面申請の両方あり。「受験＝5300」「免状＝別途」と二段階で覚える。誤りやすいのは「免状まで手数料込みと誤解」と捉えることです。,申込方法は？,書面申請と電子申請があります。同一試験日に同種類の重複申込はできません。乙種5300円。一旦払込み後は返還不可。免状交付は別費用。電子申請と書面申請の両方あり。「受験＝5300」「免状＝別途」と二段階で覚える。
dai4-shitei-suryo,第4類主要品目の指定数量,法令・制度,指定数量;第4類;ガソリン,第4類引火性液体の主要品目の指定数量（政令）を整理します。数値は政令・教科書で必ず確認してください。,ガソリン200L・灯油200L・軽油200L等（政令確認）,"[{""item"": ""ガソリン"", ""value"": ""200L"", ""note"": ""指定数量・政令""}, {""item"": ""灯油"", ""value"": ""200L"", ""note"": ""指定数量・政令""}, {""item"": ""軽油"", ""value"": ""200L"", ""note"": ""指定数量・政令""}, {""item"": ""アルコール類"", ""value"": ""400L"", ""note"": ""指定数量・政令""}, {""item"": ""動植物油類"", ""value"": ""10,000L"", ""note"": ""指定数量・政令（代表値・要確認）""}, {""item"": ""倍数"", ""value"": ""規定数量算定の基準"", ""note"": ""指定数量の倍数""}, {""item"": ""届出区分"", ""value"": ""数量により異なる"", ""note"": ""指定数量以上等""}, {""item"": ""試験"", ""value"": ""品目と数量の組合せ"", ""note"": ""暗記表必須""}, {""item"": ""確認先"", ""value"": ""危険物の規定数量等を定める政令"", ""note"": ""一次情報""}, {""item"": ""注意"", ""value"": ""改正あり"", ""note"": ""試験直前に再確認""}]",第4類の指定数量早見表｜乙4,第4類の指定数量は政令で定められ、ガソリン・灯油・軽油200L、アルコール類400L等が頻出です。規定数量はこの倍数で算定されます。最新の政令で必ず確認してください。,ガソリン200L;灯油・軽油200L;アルコール類400L;指定数量は政令;倍数計算の基礎,すべて200Lと一律暗記;動植物油の数量を逆転;指定数量と規定数量の混同,「200L組（ガソリン・灯油・軽油）」「アルコール400」をセット暗記。,指定数量;ガソリン;灯油,ガソリンの指定数量は？,政令で200Lと定められています（危険物の規定数量等を定める政令）。改正時は必ず最新版で確認してください。ガソリン200L。灯油・軽油200L。アルコール類400L。指定数量は政令。倍数計算の基礎。「200L組（ガソリン・灯油・軽油）」「アルコール400」をセット暗記。,アルコール類は？,400Lが指定数量として頻出です。灯油・軽油200Lとの区別を表形式で覚えてください。ガソリン200L。アルコール類400L。指定数量は政令。倍数計算の基礎。「200L組（ガソリン・灯油・軽油）」「アルコール400」をセット暗記。,規定数量との関係は？,規定数量は指定数量の倍数で定められます。倍数計算問題とセットで学習してください。ガソリン200L。灯油・軽油200L。アルコール類400L。指定数量は政令。倍数計算の基礎。「200L組（ガソリン・灯油・軽油）」「アルコール400」をセット暗記。,数値の確認方法を教えてください,政令原文または試験用テキストの表を、試験1か月前に再確認することを推奨します。ガソリン200L。灯油・軽油200L。アルコール類400L。指定数量は政令。倍数計算の基礎。「200L組（ガソリン・灯油・軽油）」「アルコール400」をセット暗記。
inka-ten-bunrui,引火点による第4類の分類,物性・化学,引火点;第4類;分類,引火点に基づく第4類危険物の区分（特殊・第1〜4類等）の代表値を整理します。,引火点が低いほど引火性が高い（特殊引火点・第1類等）,"[{""item"": ""特殊引火点"", ""value"": ""ガソリン等"", ""note"": ""別表で確認""}, {""item"": ""第1類"", ""value"": ""引火点21℃未満"", ""note"": ""代表区分・要確認""}, {""item"": ""第2類"", ""value"": ""21℃以上70℃未満"", ""note"": ""代表区分・要確認""}, {""item"": ""第3類"", ""value"": ""70℃以上200℃未満"", ""note"": ""代表区分・要確認""}, {""item"": ""第4類"", ""value"": ""200℃以上"", ""note"": ""代表区分・要確認""}, {""item"": ""試験"", ""value"": ""液体と引火点の組合せ"", ""note"": ""頻出""}, {""item"": ""注意"", ""value"": ""測定方法で異なる場合あり"", ""note"": ""教科書表に従う""}, {""item"": ""関連"", ""value"": ""引火点による分類"", ""note"": ""用語解説参照""}, {""item"": ""混同"", ""value"": ""発火点と混同しない"", ""note"": ""別概念""}, {""item"": ""確認"", ""value"": ""消防法別表"", ""note"": ""一次情報""}]",引火点による第4類分類｜乙4,第4類引火性液体は引火点により特殊・第1〜4類等に分類されます。ガソリンは特殊引火点として扱われます。数値表は教科書・別表で確認してください。引火点に基づく第4類危険物の区分（特殊・第1〜4類等）の代表値を整理します。試験で押さえるべき点は、引火点で区分、ガソリンは特殊、21/70/200℃の境界が頻出、発火点と混同しない。早見の要点は「引火点が低いほど引火性が高い（特殊引火点・第1類等）」です。,引火点で区分;ガソリンは特殊;21/70/200℃の境界が頻出;発火点と混同しない,引火点と発火点の数値混同;境界温度の逆転;ガソリンを第4類（200℃以上）とする,「21-70-200」の境界と「ガソリン＝特殊」をセット暗記。,引火点;引火点による分類;第4類危険物,引火点分類の基準は？,引火点の温度帯により第4類内で区分されます。21℃・70℃・200℃の境界が試験頻出です。正確な表は別表・教科書で確認してください。引火点で区分。ガソリンは特殊。21/70/200℃の境界が頻出。発火点と混同しない。,ガソリンは？,特殊引火点として別扱いです。一般の引火点区分表に当てはめないでください。引火点で区分。ガソリンは特殊。21/70/200℃の境界が頻出。発火点と混同しない。「21-70-200」の境界と「ガソリン＝特殊」をセット暗記。,試験対策は？,液体名称と引火点分類の組合せカードを作成し、引火点による分類の用語解説と照合してください。引火点で区分。ガソリンは特殊。21/70/200℃の境界が頻出。発火点と混同しない。「21-70-200」の境界と「ガソリン＝特殊」をセット暗記。,最新情報は？,消防法別表・試験要項を参照してください。引火点で区分。ガソリンは特殊。21/70/200℃の境界が頻出。発火点と混同しない。「21-70-200」の境界と「ガソリン＝特殊」をセット暗記。誤りやすいのは「引火点と発火点の数値混同」と捉えることです。
shiken-mondai-jikan,試験問題数・時間・形式,法令・制度,試験形式;マークシート;問題数,乙4試験の出題形式・問題数・時間を整理します。,35問・120分・五肢択一マークシート,"[{""item"": ""形式"", ""value"": ""五肢択一"", ""note"": ""マークシート""}, {""item"": ""問題数"", ""value"": ""35問"", ""note"": ""法令15・物化10・性消10""}, {""item"": ""時間"", ""value"": ""120分"", ""note"": ""2時間""}, {""item"": ""途中退出"", ""value"": ""35分経過後可"", ""note"": ""要項確認""}, {""item"": ""持参物"", ""value"": ""受験票・HB/B筆記具"", ""note"": ""消しゴム""}, {""item"": ""禁止"", ""value"": ""スマホ・電卓・定規"", ""note"": ""会場ルール""}, {""item"": ""合格発表"", ""value"": ""試験後約1か月"", ""note"": ""要項・経験則""}, {""item"": ""実施"", ""value"": ""中央・道府県支部"", ""note"": ""全国で受験可""}, {""item"": ""申込"", ""value"": ""書面・電子"", ""note"": ""重複不可""}, {""item"": ""確認"", ""value"": ""消防試験研究センター"", ""note"": ""公式サイト""}]",乙4試験の形式と問題数｜危険物取扱者,乙4試験は五肢択一35問120分です。科目は法令・物化・性消の3科目。マークシート方式で、会場ではスマートフォン等の使用はできません。乙4試験の出題形式・問題数・時間を整理します。試験で押さえるべき点は、35問120分、五肢択一、3科目構成、会場持込禁止物に注意。早見の要点は「35問・120分・五肢択一マークシート」です。,35問120分;五肢択一;3科目構成;会場持込禁止物に注意,四択と誤解;50問100分等と混同;電卓使用可とする,「35-120-五択」と試験形式三要素をセット暗記。,乙種第4類;乙種危険物取扱者;危険物,問題形式は？,五肢択一のマークシート方式です。35問・120分が基本です。35問120分。3科目構成。会場持込禁止物に注意。「35-120-五択」と試験形式三要素をセット暗記。誤りやすいのは「四択と誤解」と捉えることです。,科目構成は？,法令15問、物化10問、性消10問です。各科目60%の足切りがあります。35問120分。五肢択一。3科目構成。会場持込禁止物に注意。「35-120-五択」と試験形式三要素をセット暗記。誤りやすいのは「四択と誤解」と捉えることです。,会場の注意は？,スマートフォン・電卓・定規類は使用できません。受験票と筆記具を持参してください。35問120分。五肢択一。3科目構成。会場持込禁止物に注意。「35-120-五択」と試験形式三要素をセット暗記。誤りやすいのは「四択と誤解」と捉えることです。,日程はについて教えてください,支部ごとに異なります。消防試験研究センターの試験日程一覧で確認してください。35問120分。五肢択一。3科目構成。会場持込禁止物に注意。「35-120-五択」と試験形式三要素をセット暗記。誤りやすいのは「四択と誤解」と捉えることです。
hoan-kantoku-ninzu,危険物保安監督者の選任基準,法令・制度,保安監督者;選任;人数,危険物保安監督者の選任が必要な事業所の区分と人数基準の目安を整理します。,取扱数量・施設により選任必要（倍数・政令確認）,"[{""item"": ""選任義務"", ""value"": ""一定数量以上の取扱い"", ""note"": ""政令・規則""}, {""item"": ""人数"", ""value"": ""取扱量・施設により"", ""note"": ""倍数表で確認""}, {""item"": ""選任届"", ""value"": ""選任・解任の届出"", ""note"": ""消防署""}, {""item"": ""業務"", ""value"": ""保安管理全般"", ""note"": ""規程・点検""}, {""item"": ""乙4"", ""value"": ""ガソリンスタンド等"", ""note"": ""実務頻出""}, {""item"": ""試験"", ""value"": ""倍数と人数"", ""note"": ""計算問題""}, {""item"": ""関連"", ""value"": ""保安規程"", ""note"": ""必携""}, {""item"": ""混同"", ""value"": ""取扱者＝監督者"", ""note"": ""別資格""}, {""item"": ""確認"", ""value"": ""危険物の規制に関する規則"", ""note"": ""一次情報""}, {""item"": ""注意"", ""value"": ""改正あり"", ""note"": ""直前確認""}]",危険物保安監督者の選任基準｜乙4,危険物保安監督者は、一定の取扱数量以上の事業所等で選任が必要です。人数は指定数量の倍数等により決まります。正確な基準は規則・政令で確認してください。危険物保安監督者の選任が必要な事業所の区分と人数基準の目安を整理します。試験で押さえるべき点は、一定数量以上で選任、人数は取扱量依存、選任届出あり、取扱者免状とは別。早見の要点は「取扱数量・施設により選任必要（倍数・政令確認）」です。,一定数量以上で選任;人数は取扱量依存;選任届出あり;取扱者免状とは別,乙4免状があれば自動的に監督者とする;人数1名固定と誤解,「倍数表→人数」と法令の流れで覚える。,危険物保安監督者選任・解任届出;危険物保安監督者;危険物,保安監督者とは？,危険物の保安管理を統括する選任者です。取扱者免状とは別に、選任要件・届出が必要です。一定数量以上で選任。人数は取扱量依存。選任届出あり。「倍数表→人数」と法令の流れで覚える。誤りやすいのは「乙4免状があれば自動的に監督者とする」と捉えることです。,人数基準は？,取扱数量・施設の種類により異なります。指定数量倍数表とセットで確認してください。一定数量以上で選任。人数は取扱量依存。選任届出あり。取扱者免状とは別。「倍数表→人数」と法令の流れで覚える。誤りやすいのは「乙4免状があれば自動的に監督者とする」と捉えることです。,試験対策は？,選任基準の倍数問題は過去問・一問一答で繰り返し。保安規程の用語解説も参照してください。一定数量以上で選任。人数は取扱量依存。選任届出あり。取扱者免状とは別。「倍数表→人数」と法令の流れで覚える。誤りやすいのは「乙4免状があれば自動的に監督者とする」と捉えることです。,最新情報はどこで確認しますか？,危険物の規制に関する規則、消防法施行規則等を参照してください。一定数量以上で選任。人数は取扱量依存。選任届出あり。取扱者免状とは別。「倍数表→人数」と法令の流れで覚える。誤りやすいのは「乙4免状があれば自動的に監督者とする」と捉えることです。
shokaki-tenken,消火器の点検周期,火災・消火・漏えい,消火器;点検;消防法,消火器の設置義務・点検・充填周期の目安を整理します。数値は消防法・規則で確認してください。,6か月点検・3年/5年充填等（規則確認）,"[{""item"": ""設置"", ""value"": ""政令で定める施設"", ""note"": ""種類・数量""}, {""item"": ""6か月点検"", ""value"": ""外部等点検"", ""note"": ""規則・要確認""}, {""item"": ""1年点検"", ""value"": ""詳細点検"", ""note"": ""規則・要確認""}, {""item"": ""充填"", ""value"": ""3年・5年周期品あり"", ""note"": ""消火器種別で異なる""}, {""item"": ""記録"", ""value"": ""点検票の保存"", ""note"": ""実務・試験""}, {""item"": ""試験"", ""value"": ""周期の組合せ"", ""note"": ""他数値と混同注意""}, {""item"": ""関連"", ""value"": ""消火器の種類"", ""note"": ""粉末・CO2等""}, {""item"": ""乙4"", ""value"": ""火災予防の基礎"", ""note"": ""性消頻出""}, {""item"": ""確認"", ""value"": ""消防法施行規則"", ""note"": ""一次情報""}, {""item"": ""注意"", ""value"": ""改正・品目で異なる"", ""note"": ""教科書表に従う""}]",消火器の点検周期早見表｜乙4,消火器は設置義務のある施設で、定期点検・充填が必要です。6か月・1年・3年/5年等の周期は消防法施行規則等で定められています。最新規則で確認してください。消火器の設置義務・点検・充填周期の目安を整理します。数値は消防法・規則で確認してください。試験で押さえるべき点は、定期点検義務あり、周期は種類により異なる、点検記録保存、数値は規則確認必須。早見の要点は「6か月点検・3年/5年充填等（規則確認）」です。,定期点検義務あり;周期は種類により異なる;点検記録保存;数値は規則確認必須,点検不要とする;すべて同じ周期とする;消火器設置義務なしとする,「6か月・1年・数年充填」と周期の桁を整理。,火災予防;危険物;粉末消火,消火器の点検は？,外部点検・詳細点検等、周期が定められています。正確な期間は消防法施行規則で確認してください。定期点検義務あり。周期は種類により異なる。点検記録保存。数値は規則確認必須。「6か月・1年・数年充填」と周期の桁を整理。,充填周期は？,消火器の種類により3年・5年等異なります。試験では周期の組合せ問題が出ます。定期点検義務あり。周期は種類により異なる。点検記録保存。数値は規則確認必須。「6か月・1年・数年充填」と周期の桁を整理。誤りやすいのは「点検不要とする」と捉えることです。,試験対策は？,消火器関連の数値表を作成し、火災予防の用語解説と照合してください。定期点検義務あり。周期は種類により異なる。点検記録保存。数値は規則確認必須。「6か月・1年・数年充填」と周期の桁を整理。誤りやすいのは「点検不要とする」と捉えることです。,最新情報はどこで確認しますか？,消防法・施行規則、危険物関係規則を参照してください。定期点検義務あり。周期は種類により異なる。点検記録保存。数値は規則確認必須。「6か月・1年・数年充填」と周期の桁を整理。誤りやすいのは「点検不要とする」と捉えることです。
bouka-tei-yoryo,タンク貯蔵所の防火堤容量,法令・制度,防火堤;規定数量;タンク,屋外タンク貯蔵所等の防火堤内容量（規定数量の倍数）の目安を整理します。,堤内容量は規定数量以上（1.1倍等・規則確認）,"[{""item"": ""防火堤"", ""value"": ""漏えい液体を遮断"", ""note"": ""屋外タンク等""}, {""item"": ""容量"", ""value"": ""規定数量の1.1倍以上"", ""note"": ""代表値・規則確認""}, {""item"": ""規定数量"", ""value"": ""指定数量×倍数"", ""note"": ""算定基礎""}, {""item"": ""タンク間距離"", ""value"": ""規定あり"", ""note"": ""保安距離表""}, {""item"": ""火気距離"", ""value"": ""規定あり"", ""note"": ""施設規模依存""}, {""item"": ""試験"", ""value"": ""倍数計算"", ""note"": ""頻出""}, {""item"": ""地下"", ""value"": ""別基準"", ""note"": ""屋内・地下も別""}, {""item"": ""関連"", ""value"": ""漏えい防止堤"", ""note"": ""類似概念""}, {""item"": ""確認"", ""value"": ""危険物の規制に関する規則"", ""note"": ""一次情報""}, {""item"": ""注意"", ""value"": ""施設区分で異なる"", ""note"": ""表で整理""}]",防火堤容量の倍数早見表｜乙4,屋外タンク貯蔵所の防火堤は、漏えい液体を遮断するため規定数量以上の容量が必要です。1.1倍等の倍数は規則・政令で確認してください。屋外タンク貯蔵所等の防火堤内容量（規定数量の倍数）の目安を整理します。試験で押さえるべき点は、防火堤容量は規定数量ベース、1.1倍が代表値、倍数計算問題頻出、施設区分で基準異なる。早見の要点は「堤内容量は規定数量以上（1.1倍等・規則確認）」です。,防火堤容量は規定数量ベース;1.1倍が代表値;倍数計算問題頻出;施設区分で基準異なる,防火堤不要とする;容量＝指定数量と同一;倍数を逆算ミス,「堤＝規定数量×倍数」と公式を先に覚える。,漏えい防止堤;タンク貯蔵所;指定数量の倍数,防火堤容量とは？,タンクから漏えいした液体を堤内に収容するための最小容量です。規定数量の倍数で定められます。防火堤容量は規定数量ベース。1.1倍が代表値。倍数計算問題頻出。施設区分で基準異なる。「堤＝規定数量×倍数」と公式を先に覚える。,1.1倍の意味は？,代表例として堤内容量が規定数量の1.1倍以上等と定められる場合があります。正確な値は規則で確認してください。防火堤容量は規定数量ベース。1.1倍が代表値。倍数計算問題頻出。施設区分で基準異なる。「堤＝規定数量×倍数」と公式を先に覚える。,試験対策は？,指定数量→規定数量→防火堤容量の計算練習を繰り返してください。防火堤容量は規定数量ベース。1.1倍が代表値。倍数計算問題頻出。施設区分で基準異なる。「堤＝規定数量×倍数」と公式を先に覚える。誤りやすいのは「防火堤不要とする」と捉えることです。,関連基準は？,タンク相互間距離・火気までの距離もセットで整理してください。防火堤容量は規定数量ベース。1.1倍が代表値。倍数計算問題頻出。施設区分で基準異なる。「堤＝規定数量×倍数」と公式を先に覚える。誤りやすいのは「防火堤不要とする」と捉えることです。
menjo-hourei-bukka,乙種免状保有者の試験免除,法令・制度,免除;法令;物化;性消,乙種危険物取扱者免状保有者が受験時に免除される科目を整理します。,乙種免状保有者は法令・物化25問免除・性消10問のみ,"[{""item"": ""免除対象"", ""value"": ""乙種免状保有者（全類）"", ""note"": ""他類試験時""}, {""item"": ""法令"", ""value"": ""15問免除"", ""note"": ""全問免除""}, {""item"": ""物化"", ""value"": ""10問免除"", ""note"": ""全問免除""}, {""item"": ""性消"", ""value"": ""10問"", ""note"": ""免除なし（新類）""}, {""item"": ""問題数"", ""value"": ""10問"", ""note"": ""性消のみ""}, {""item"": ""時間"", ""value"": ""35分"", ""note"": ""短縮（要項確認）""}, {""item"": ""火薬類"", ""value"": ""一部免除あり"", ""note"": ""第1・5類等・要確認""}, {""item"": ""試験"", ""value"": ""免除範囲の誤り"", ""note"": ""頻出""}, {""item"": ""確認"", ""value"": ""試験要項"", ""note"": ""消防試験研究センター""}, {""item"": ""注意"", ""value"": ""丙種・甲種は別"", ""note"": ""混同注意""}]",乙種免状保有者の科目免除｜乙4,すでに乙種免状（いずれかの類）を有する者が別類の試験を受ける場合、法令・物化25問が免除され、性消10問35分のみ受験します。乙種危険物取扱者免状保有者が受験時に免除される科目を整理します。試験で押さえるべき点は、乙種保有者は法令・物化免除、性消10問のみ、時間35分、火薬類免状は別ルール。早見の要点は「乙種免状保有者は法令・物化25問免除・性消10問のみ」です。,乙種保有者は法令・物化免除;性消10問のみ;時間35分;火薬類免状は別ルール,すべて免除とする;性消も免除;丙種でも同じとする,「乙→別類＝性消だけ10問35分」と短縮イメージ。,乙種危険物取扱者;乙種第4類;危険物,免除される科目は？,乙種免状保有者が別類の乙種試験を受ける場合、法令15問・物化10問が免除されます。性消10問のみ受験します。乙種保有者は法令・物化免除。時間35分。火薬類免状は別ルール。「乙→別類＝性消だけ10問35分」と短縮イメージ。,試験時間は？,35分に短縮されます（要項確認）。初回受験（乙4初取得）では35問120分です。乙種保有者は法令・物化免除。性消10問のみ。時間35分。火薬類免状は別ルール。「乙→別類＝性消だけ10問35分」と短縮イメージ。,火薬類免状は？,第1類・第5類等で一部免除の特例があります。詳細は試験要項で確認してください。乙種保有者は法令・物化免除。性消10問のみ。時間35分。火薬類免状は別ルール。「乙→別類＝性消だけ10問35分」と短縮イメージ。,最新情報はどこで確認しますか？,消防試験研究センターの受験案内・試験要項を参照してください。乙種保有者は法令・物化免除。性消10問のみ。時間35分。火薬類免状は別ルール。「乙→別類＝性消だけ10問35分」と短縮イメージ。誤りやすいのは「すべて免除とする」と捉えることです。
shiken-nittei-2026,試験日程の確認方法（2026年度）,法令・制度,試験日程;申込;2026,乙4試験の日程・申込期間の確認方法を整理します。日程は支部ごとに異なります。,支部ごとに異なる・公式サイトで確認必須,"[{""item"": ""確認先"", ""value"": ""消防試験研究センター"", ""note"": ""都道府県支部ページ""}, {""item"": ""日程"", ""value"": ""支部ごとに異なる"", ""note"": ""年複数回実施も""}, {""item"": ""申込"", ""value"": ""書面・電子"", ""note"": ""受付期間に注意""}, {""item"": ""受験地"", ""value"": ""全国選択可"", ""note"": ""住所不問""}, {""item"": ""受験票"", ""value"": ""電子は10日前等"", ""note"": ""書面は1週間前等""}, {""item"": ""変更"", ""value"": ""HP掲示"", ""note"": ""台風等""}, {""item"": ""2026"", ""value"": ""年度更新"", ""note"": ""本表は確認方法の整理""}, {""item"": ""注意"", ""value"": ""本サイト数値は参考"", ""note"": ""必ず公式確認""}, {""item"": ""URL"", ""value"": ""shoubo-shiken.or.jp"", ""note"": ""危険物取扱者試験""}, {""item"": ""乙4"", ""value"": ""最多受験"", ""note"": ""会場確保早め""}]",2026年度試験日程の確認方法｜乙4,危険物取扱者試験の日程・申込期間は支部ごとに異なります。必ず消防試験研究センターの公式サイトで最新情報を確認してください。本記事は確認手順の整理です。乙4試験の日程・申込期間の確認方法を整理します。日程は支部ごとに異なります。試験で押さえるべき点は、日程は支部別、公式HPが正、申込期間厳守、受験票の入手方法は申込方法で異なる。早見の要点は「支部ごとに異なる・公式サイトで確認必須」です。,日程は支部別;公式HPが正;申込期間厳守;受験票の入手方法は申込方法で異なる,全国一律日程と思い込む;本サイトの年度表のみで申込;同一日に複数種類受験可とする,「日程＝支部HP」と覚え、申込前に必ず一次情報を見る。,乙種第4類;乙種危険物取扱者;危険物,日程はどこで確認？,消防試験研究センターの危険物取扱者試験ページおよび受験予定の都道府県支部ページで確認してください。日程は支部別。公式HPが正。申込期間厳守。受験票の入手方法は申込方法で異なる。「日程＝支部HP」と覚え、申込前に必ず一次情報を見る。,2026年度は？,年度ごとに更新されます。本記事の整理に加え、申込前に必ず最新の試験日程一覧を確認してください。日程は支部別。公式HPが正。申込期間厳守。受験票の入手方法は申込方法で異なる。「日程＝支部HP」と覚え、申込前に必ず一次情報を見る。,申込方法は？,書面申請と電子申請があります。同一試験日の重複申込はできません。日程は支部別。公式HPが正。申込期間厳守。受験票の入手方法は申込方法で異なる。「日程＝支部HP」と覚え、申込前に必ず一次情報を見る。誤りやすいのは「全国一律日程と思い込む」と捉えることです。,受験票はについて教えてください,電子申請・書面申請で入手方法・時期が異なります。要項の注意事項を確認してください。日程は支部別。公式HPが正。申込期間厳守。受験票の入手方法は申込方法で異なる。「日程＝支部HP」と覚え、申込前に必ず一次情報を見る。
